LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_STYL
-80.2738728,25.3257058,16161,"""""","""""",""""""
-80.2294651,25.7406587,16163,"""""","""""",""""""
-80.2891645,25.3198349,16165,"""""","""""",""""""
-80.3099091,25.6685143,16166,"""""","""""",""""""
-80.309893,25.6685258,16166,"""""","""""",""""""
-80.2725972,25.3168587,16172,"""""","""""",""""""
-80.2982813,25.308389,16173,"""""","""""",""""""
-80.4193563,25.7811695,16176,"""""","""""",""""""
-80.291638,25.2939219,16178,"""""","""""",""""""
-80.2704742,25.3261922,16180,"""""","""""",""""""
-80.2361409,25.7788509,16181,"""""","""""",""""""
-81.0018941,26.3360877,16182,"""""","""""",""""""
-80.286244,25.298425,16183,"""""","""""",""""""
-80.2862018,25.2972398,16184,"""""","""""",""""""
-80.2593097,25.7472889,16187,"""""","""""",""""""
-80.2596749,25.7509978,16188,"""""","""""",""""""
-80.2636897,25.7476757,16189,"""""","""""",""""""
-80.2562194,25.7474305,16190,"""""","""""",""""""
-80.2793682,25.3214308,16193,"""""","""""",""""""
-80.331589,25.8085594,16195,"""""","""""",""""""
-80.2923242,25.2950998,16196,"""""","""""",""""""
-80.2123556,25.9135377,16201,"""""","""""",""""""
-80.2119945,25.9043024,16202,"""""","""""",""""""
-80.2916543,25.3142705,16203,"""""","""""",""""""
-80.2828445,25.3194744,16204,"""""","""""",""""""
-80.4779175,25.4921415,16208,"""""","""""",""""""
-80.1712494,26.3019218,16209,"""""","""""",""""""
-80.291647,25.2950139,16212,"""""","""""",""""""
-80.2917359,25.296055,16214,"""""","""""",""""""
-80.2672365,25.7271846,16218,"""""","""""",""""""
-80.4723021,25.4477899,16219,"""""","""""",""""""
-80.4719911,25.4478456,16219,"""""","""""",""""""
-80.2699112,25.321498,16222,"""""","""""",""""""
-80.2129576,25.7578306,16226,"""""","""""",""""""
-80.2130277,25.757844,16226,"""""","""""",""""""
-80.1929565,25.8594053,16235,"""""","""""",""""""
-80.2094953,25.8380179,16241,"""""","""""",""""""
-80.2591669,25.7124991,16246,"""""","""""",""""""
-80.2506975,25.7233631,16247,"""""","""""",""""""
-80.2750118,25.3185692,16252,"""""","""""",""""""
-80.3360531,25.6152274,16253,"""""","""""",""""""
-80.3044017,25.8765076,16256,"""""","""""",""""""
-80.3353011,25.7077266,16257,"""""","""""",""""""
-80.3611615,25.7985512,16258,"""""","""""",""""""
-81.0844883,24.6978797,16261,"""""","""""",""""""
-80.3068693,25.6434312,16265,"""""","""""",""""""
-80.2072811,25.767145,16267,"""""","""""",""""""
-80.2906966,25.3121968,16268,"""""","""""",""""""
-80.1307175,25.8094394,16271,"""""","""""",""""""
-80.345549,25.7022945,16272,"""""","""""",""""""
-80.3263951,25.9134469,16274,"""""","""""",""""""
-80.3868233,25.1589647,16276,"""""","""""",""""""
-80.4833172,25.4445392,16278,"""""","""""",""""""
-80.3305072,25.5710448,16282,"""""","""""",""""""
-80.270486,25.3232779,16283,"""""","""""",""""""
-80.2821311,25.6915459,16286,"""""","""""",""""""
-80.4972555,25.483418,16290,"""""","""""",""""""
-80.1289593,26.619071,16291,"""""","""""",""""""
-80.2888996,25.3158186,16293,"""""","""""",""""""
-80.7375476,24.853593,16297,"""""","""""",""""""
-80.3718154,25.6058777,16302,"""""","""""",""""""
-80.3291256,25.8016801,16306,"""""","""""",""""""
-80.1933926,25.9134659,16308,"""""","""""",""""""
-80.2097989,25.8367808,16310,"""""","""""",""""""
-80.2409343,25.7676099,16311,"""""","""""",""""""
-80.352505,25.6000448,16312,"""""","""""",""""""
-80.4940057,25.46073,16313,"""""","""""",""""""
-80.2832643,25.3269163,16314,"""""","""""",""""""
-80.2868593,25.3183885,16315,"""""","""""",""""""
-80.2834076,25.3211081,16316,"""""","""""",""""""
-80.3390046,25.6442762,16318,"""""","""""",""""""
-80.1898936,25.827059,16328,"""""","""""",""""""
-80.1899328,25.8276736,16328,"""""","""""",""""""
-80.3284982,25.7815445,16330,"""""","""""",""""""
-80.2128996,25.7911753,16340,"""""","""""",""""""
-80.2776411,25.9432844,16342,"""""","""""",""""""
-80.2777915,25.9462355,16342,"""""","""""",""""""
-80.3871739,25.792202,16349,"""""","""""",""""""
-80.219022,25.8317108,16353,"""""","""""",""""""
-80.4043465,25.5602982,16356,"""""","""""",""""""
-80.1897936,25.7594194,16357,"""""","""""",""""""
-80.1760233,25.9370105,16358,"""""","""""",""""""
-80.2536266,25.8095692,16360,"""""","""""",""""""
-80.2579293,25.3315674,16362,"""""","""""",""""""
-80.144034,25.7926933,16365,"""""","""""",""""""
-80.3598672,25.6506579,16367,"""""","""""",""""""
-80.2082786,25.7719305,16369,"""""","""""",""""""
-80.2208973,25.7531041,16373,"""""","""""",""""""
-80.221055,25.753872,16374,"""""","""""",""""""
-80.2210447,25.7538867,16374,"""""","""""",""""""
-80.2151953,25.7553848,16375,"""""","""""",""""""
-80.2191617,25.757234,16376,"""""","""""",""""""
-80.2191615,25.7572378,16376,"""""","""""",""""""
-80.2171921,25.7589193,16377,"""""","""""",""""""
-80.2212418,25.7617062,16379,"""""","""""",""""""
-80.216918,25.762005,16387,"""""","""""",""""""
-80.2863516,25.3171288,16389,"""""","""""",""""""
-80.3933065,25.7147118,16393,"""""","""""",""""""
-80.392626,25.716166,16393,"""""","""""",""""""
-80.3936994,25.7161737,16393,"""""","""""",""""""
-80.3926753,25.7173884,16393,"""""","""""",""""""
-80.1352577,25.7850647,16394,"""""","""""",""""""
-81.3530847,24.6701578,16396,"""""","""""",""""""
-80.4753392,25.4671722,16399,"""""","""""",""""""
-80.2931754,25.3107542,16402,"""""","""""",""""""
-80.3517445,25.6640746,16403,"""""","""""",""""""
-80.2818236,25.3200846,16405,"""""","""""",""""""
-80.2581907,25.7266745,16406,"""""","""""",""""""
-80.1846749,25.8417544,16408,"""""","""""",""""""
-80.4728696,25.5788965,16414,"""""","""""",""""""
-80.2913601,25.3021048,16417,"""""","""""",""""""
-80.461834,25.4563319,16420,"""""","""""",""""""
-80.4034156,25.9149327,16423,"""""","""""",""""""
-80.2835227,25.7789371,16428,"""""","""""",""""""
-80.277839,25.3133377,16430,"""""","""""",""""""
-80.2268186,25.9194031,16431,"""""","""""",""""""
-80.2032836,25.9582923,16433,"""""","""""",""""""
-80.1256437,25.9866436,16435,"""""","""""",""""""
-80.3357724,25.721044,16436,"""""","""""",""""""
-80.2769373,25.319871,16438,"""""","""""",""""""
-80.1221927,25.8875931,16445,"""""","""""",""""""
-80.1649624,25.690844,16447,"""""","""""",""""""
-80.1582574,25.9031379,16449,"""""","""""",""""""
-80.1590317,25.9045474,16449,"""""","""""",""""""
-80.3539949,25.874753,16451,"""""","""""",""""""
-80.3405993,25.7152052,16452,"""""","""""",""""""
-80.2717024,25.71126,16455,"""""","""""",""""""
-80.4649687,25.5144707,16459,"""""","""""",""""""
-80.2874362,25.6649287,17000,"""""","""""",""""""
-80.2870909,25.6649521,17000,"""""","""""",""""""
-80.3314579,25.5614493,17001,"""""","""""",""""""
-80.275261,25.3148611,17002,"""""","""""",""""""
-80.2929112,25.3035505,17003,"""""","""""",""""""
-80.3645788,25.6025815,17004,"""""","""""",""""""
-80.1814061,25.8267114,17006,"""""","""""",""""""
-80.3370372,25.6193475,17007,"""""","""""",""""""
-80.2608838,25.7497268,17008,"""""","""""",""""""
-80.2853385,25.3009606,17010,"""""","""""",""""""
-80.2926879,25.313873,17012,"""""","""""",""""""
-80.2365826,25.7596654,17013,"""""","""""",""""""
-80.2362756,25.7597415,17013,"""""","""""",""""""
-80.4379857,25.6506569,17015,"""""","""""",""""""
-80.1994796,25.7530419,17017,"""""","""""",""""""
-80.3278109,25.5971998,17018,"""""","""""",""""""
-80.4329312,25.4586451,17021,"""""","""""",""""""
-80.2147236,25.7673111,17022,"""""","""""",""""""
-80.3216889,25.5831391,17023,"""""","""""",""""""
-80.3005013,25.6879507,17026,"""""","""""",""""""
-80.3298898,25.8582737,17027,"""""","""""",""""""
-80.309248,25.7198394,17028,"""""","""""",""""""
-80.3264711,25.6671115,17029,"""""","""""",""""""
-80.2879309,25.3216001,17031,"""""","""""",""""""
-80.3322874,25.6225125,17032,"""""","""""",""""""
-81.7331023,24.570133,17035,"""""","""""",""""""
-81.7405776,24.5728934,17035,"""""","""""",""""""
-80.176766,25.8997978,17036,"""""","""""",""""""
-80.1757876,25.8998826,17036,"""""","""""",""""""
-80.1330473,25.8688841,17037,"""""","""""",""""""
-80.4983506,25.4692827,17038,"""""","""""",""""""
-80.2889908,25.3105172,17042,"""""","""""",""""""
-80.2886718,25.3106869,17042,"""""","""""",""""""
-80.2723576,25.317757,17043,"""""","""""",""""""
-80.3836085,25.6943595,17044,"""""","""""",""""""
-80.3642358,25.8087155,17045,"""""","""""",""""""
-80.5352734,25.0042456,17048,"""""","""""",""""""
-80.2860646,25.7690387,17052,"""""","""""",""""""
-80.4320031,25.7303492,17053,"""""","""""",""""""
-80.3196786,25.7033466,17055,"""""","""""",""""""
-80.3639041,25.6355249,17056,"""""","""""",""""""
-80.2082763,25.763094,17057,"""""","""""",""""""
-80.2066306,25.7631064,17057,"""""","""""",""""""
-80.7385201,24.8572766,17058,"""""","""""",""""""
-80.3549952,25.7782752,17060,"""""","""""",""""""
-80.3552613,25.7783685,17060,"""""","""""",""""""
-80.2927144,25.3133801,17061,"""""","""""",""""""
-80.3799248,25.8775533,17062,"""""","""""",""""""
-80.2899153,25.8188335,17064,"""""","""""",""""""
-80.2476983,25.7075796,17065,"""""","""""",""""""
-80.2876051,25.6659477,17066,"""""","""""",""""""
-80.3185974,25.6665417,17067,"""""","""""",""""""
-80.3185908,25.6665479,17067,"""""","""""",""""""
-80.3185895,25.666598,17067,"""""","""""",""""""
-81.6700054,24.6008844,17068,"""""","""""",""""""
-81.6702426,24.6009077,17068,"""""","""""",""""""
-80.3641113,25.6639287,17070,"""""","""""",""""""
-80.141097,25.7733003,17071,"""""","""""",""""""
-80.2595698,25.3274021,17073,"""""","""""",""""""
-80.559288,25.5155014,17075,"""""","""""",""""""
-80.2731996,25.319728,17076,"""""","""""",""""""
-80.4158036,25.5193074,17077,"""""","""""",""""""
-80.415827,25.5197094,17077,"""""","""""",""""""
-80.3573534,25.9202094,17078,"""""","""""",""""""
-80.3573249,25.9204413,17078,"""""","""""",""""""
-80.2921128,25.2981346,17079,"""""","""""",""""""
-80.2035926,25.8325988,17080,"""""","""""",""""""
-80.1926516,25.84396,17081,"""""","""""",""""""
-80.1927132,25.8450248,17081,"""""","""""",""""""
-80.3360265,25.5916398,17082,"""""","""""",""""""
-80.3353253,25.5921287,17082,"""""","""""",""""""
-80.4170729,25.7584315,17083,"""""","""""",""""""
-80.4168393,25.7585488,17083,"""""","""""",""""""
-81.756227,24.5671143,17084,"""""","""""",""""""
-80.1277722,25.8605804,17085,"""""","""""",""""""
-80.1270499,25.8606388,17085,"""""","""""",""""""
-80.2897713,25.6817618,17087,"""""","""""",""""""
-80.8553143,26.173923,17093,"""""","""""",""""""
-80.5897218,25.4387123,17094,"""""","""""",""""""
-80.589465,25.4403937,17094,"""""","""""",""""""
-80.3079282,25.6472346,17095,"""""","""""",""""""
-80.1948825,25.7594111,17097,"""""","""""",""""""
-80.4503274,25.6355086,17099,"""""","""""",""""""
-80.2909912,25.303162,17100,"""""","""""",""""""
-80.1374916,26.1169536,17101,"""""","""""",""""""
-80.2876472,25.7490288,17102,"""""","""""",""""""
-80.1846493,25.8579639,17103,"""""","""""",""""""
-80.191675,25.8357987,17105,"""""","""""",""""""
-80.4739018,25.5053716,17106,"""""","""""",""""""
-80.2901938,25.2927298,17107,"""""","""""",""""""
-80.3109373,25.6796055,17109,"""""","""""",""""""
-80.1268326,25.8145697,17112,"""""","""""",""""""
-80.1268904,25.8145876,17112,"""""","""""",""""""
-80.4730601,25.4921149,17113,"""""","""""",""""""
-80.1784454,25.8852169,17116,"""""","""""",""""""
-80.2526535,25.7543619,17117,"""""","""""",""""""
-80.4106783,25.7449154,17118,"""""","""""",""""""
-80.2404455,25.7829833,17120,"""""","""""",""""""
-80.2583959,25.7304694,17122,"""""","""""",""""""
-80.2604582,25.7332053,17122,"""""","""""",""""""
-80.1206143,25.9382874,17123,"""""","""""",""""""
-80.2929753,25.3058517,17128,"""""","""""",""""""
-80.2176396,25.7493432,17129,"""""","""""",""""""
-80.2176653,25.7493937,17129,"""""","""""",""""""
-80.219237,25.7531353,17130,"""""","""""",""""""
-80.2192289,25.7531806,17130,"""""","""""",""""""
-80.2152435,25.7592601,17131,"""""","""""",""""""
-80.2152379,25.7593227,17131,"""""","""""",""""""
-80.2390718,25.7996235,17133,"""""","""""",""""""
-80.1301581,25.9991101,17134,"""""","""""",""""""
-80.2835378,25.6508913,17135,"""""","""""",""""""
-80.2835757,25.6509913,17135,"""""","""""",""""""
-80.4764333,25.4399068,17138,"""""","""""",""""""
-80.4599637,25.4832316,17139,"""""","""""",""""""
-80.2634549,25.8949704,17140,"""""","""""",""""""
-80.2478022,25.89141,17141,"""""","""""",""""""
-80.3245593,25.614602,17143,"""""","""""",""""""
-80.2524942,25.8277577,17144,"""""","""""",""""""
-80.3255725,25.6326101,17147,"""""","""""",""""""
-80.3260512,25.6326806,17147,"""""","""""",""""""
-80.1951448,25.9527031,17148,"""""","""""",""""""
-80.290693,26.1153817,17150,"""""","""""",""""""
-80.1220726,25.9462753,17154,"""""","""""",""""""
-80.2153831,25.7737396,17156,"""""","""""",""""""
-80.2510196,25.7144963,17157,"""""","""""",""""""
-80.3528193,25.815438,17159,"""""","""""",""""""
-80.3230749,25.8176003,17160,"""""","""""",""""""
-80.3841675,25.5369983,17161,"""""","""""",""""""
-80.3847583,25.5395069,17161,"""""","""""",""""""
-80.4076724,25.7871065,17162,"""""","""""",""""""
-80.2034532,25.7523138,17163,"""""","""""",""""""
-80.2034207,25.7523724,17163,"""""","""""",""""""
-80.2254089,25.7753398,17164,"""""","""""",""""""
-80.2253884,25.7754326,17164,"""""","""""",""""""
-80.2091481,25.7605488,17165,"""""","""""",""""""
-80.2091449,25.7605651,17165,"""""","""""",""""""
-80.3359978,25.6851234,17167,"""""","""""",""""""
-80.2600187,25.7622555,17168,"""""","""""",""""""
-80.2891012,25.3020697,17170,"""""","""""",""""""
-80.1869526,25.838271,17171,"""""","""""",""""""
-80.1935904,25.9879135,17172,"""""","""""",""""""
-80.1918841,25.987956,17172,"""""","""""",""""""
-80.4733631,25.4494157,17174,"""""","""""",""""""
-80.2728825,25.3308406,17175,"""""","""""",""""""
-80.2767481,25.3133059,17176,"""""","""""",""""""
-80.2341746,25.7548815,17177,"""""","""""",""""""
-80.4358142,25.4808359,17178,"""""","""""",""""""
-80.2579565,25.9598899,17180,"""""","""""",""""""
-80.2579099,25.9603257,17180,"""""","""""",""""""
-80.4120769,25.5362779,17182,"""""","""""",""""""
-80.4277235,25.4672329,17184,"""""","""""",""""""
-80.4280764,25.4672988,17184,"""""","""""",""""""
-80.4391945,25.6583075,17185,"""""","""""",""""""
-80.4410923,25.7266647,17186,"""""","""""",""""""
-80.2962434,25.3097815,17187,"""""","""""",""""""
-80.3282081,25.8915118,17191,"""""","""""",""""""
-80.3285465,25.8915155,17191,"""""","""""",""""""
-80.240417,26.1932782,17193,"""""","""""",""""""
-80.2866533,25.7637048,17195,"""""","""""",""""""
-80.4526586,25.5623065,17196,"""""","""""",""""""
-80.2108921,25.9026162,17204,"""""","""""",""""""
-80.2113042,25.9029669,17204,"""""","""""",""""""
-80.1946541,25.7592825,17205,"""""","""""",""""""
-80.4754693,25.4641206,17207,"""""","""""",""""""
-80.4744837,25.457254,17208,"""""","""""",""""""
-80.3358249,25.8197302,17209,"""""","""""",""""""
-80.3352822,25.8198206,17209,"""""","""""",""""""
-80.1652402,25.68923,17211,"""""","""""",""""""
-80.1646273,25.6925584,17211,"""""","""""",""""""
-80.4792505,25.4438152,17212,"""""","""""",""""""
-80.4044351,25.916378,17216,"""""","""""",""""""
-80.2191334,25.769222,17217,"""""","""""",""""""
-80.2227027,25.7922476,17218,"""""","""""",""""""
-80.2906941,25.9483888,17219,"""""","""""",""""""
-80.4203404,25.9317759,17220,"""""","""""",""""""
-80.375357,25.7988963,17222,"""""","""""",""""""
-80.3773132,25.799751,17222,"""""","""""",""""""
-80.3728173,25.5590229,17224,"""""","""""",""""""
-80.3728465,25.5590278,17224,"""""","""""",""""""
-80.3304313,25.7739536,17226,"""""","""""",""""""
-80.1929837,25.8175746,17227,"""""","""""",""""""
-80.1928091,25.8176014,17228,"""""","""""",""""""
-80.285874,25.3222851,17229,"""""","""""",""""""
-80.4670877,25.5072831,17230,"""""","""""",""""""
-80.4686107,25.5073296,17230,"""""","""""",""""""
-80.4367228,25.5145518,17232,"""""","""""",""""""
-80.2841205,26.0437645,17234,"""""","""""",""""""
-80.1867976,25.7776676,17235,"""""","""""",""""""
-80.513386,25.4937107,17236,"""""","""""",""""""
-80.302262,25.649586,17237,"""""","""""",""""""
-80.3136403,25.6327204,17238,"""""","""""",""""""
-80.1462171,25.973965,17239,"""""","""""",""""""
-80.1784756,25.8532395,17241,"""""","""""",""""""
-80.5170796,25.5452953,17242,"""""","""""",""""""
-80.1820089,26.0108481,17243,"""""","""""",""""""
-80.2834256,25.700992,17244,"""""","""""",""""""
-80.2834684,25.7010006,17244,"""""","""""",""""""
-80.2860258,25.2930123,17246,"""""","""""",""""""
-80.3376275,25.5889417,17248,"""""","""""",""""""
-80.2183019,25.7607902,17249,"""""","""""",""""""
-80.2190943,25.761013,17249,"""""","""""",""""""
-80.2068467,25.7732279,17250,"""""","""""",""""""
-80.2462167,25.7517593,17251,"""""","""""",""""""
-80.2604246,25.3259955,17252,"""""","""""",""""""
-80.3034047,25.7543238,17253,"""""","""""",""""""
-80.3034563,25.7544086,17253,"""""","""""",""""""
-80.4643621,25.4536365,17254,"""""","""""",""""""
-80.4779843,25.4838552,17255,"""""","""""",""""""
-80.2319555,25.7456588,17257,"""""","""""",""""""
-80.2319588,25.7456844,17257,"""""","""""",""""""
-80.2349615,25.7438908,17258,"""""","""""",""""""
-80.2349882,25.743928,17258,"""""","""""",""""""
-80.3521353,25.5445171,17259,"""""","""""",""""""
-80.3517422,25.5445281,17259,"""""","""""",""""""
-80.4739622,25.5079451,17260,"""""","""""",""""""
-80.2744603,25.6524607,17261,"""""","""""",""""""
-80.2086521,25.8299322,17262,"""""","""""",""""""
-80.1814718,25.8832557,17265,"""""","""""",""""""
-80.3224109,25.6658242,17266,"""""","""""",""""""
-80.3225045,25.6658756,17266,"""""","""""",""""""
-80.2733801,25.3202992,17267,"""""","""""",""""""
-80.3107127,25.6983187,17270,"""""","""""",""""""
-80.1284348,26.1095067,17271,"""""","""""",""""""
-80.1219109,26.1104171,17271,"""""","""""",""""""
-80.123911,26.1123807,17271,"""""","""""",""""""
-80.125585,26.1165856,17271,"""""","""""",""""""
-80.1240823,26.11772,17271,"""""","""""",""""""
-80.1175271,26.1199642,17271,"""""","""""",""""""
-80.1156069,26.1213347,17271,"""""","""""",""""""
-80.1248944,26.1225925,17271,"""""","""""",""""""
-80.4761823,25.6673028,17272,"""""","""""",""""""
-80.4761526,25.6685653,17272,"""""","""""",""""""
-80.2262871,25.7344412,17273,"""""","""""",""""""
-80.4390154,25.0984989,17274,"""""","""""",""""""
-80.1145863,26.1102405,17275,"""""","""""",""""""
-80.301575,25.6447594,17276,"""""","""""",""""""
-80.3015169,25.6452096,17276,"""""","""""",""""""
-80.3464671,25.724037,17277,"""""","""""",""""""
-80.1418334,25.78463,17279,"""""","""""",""""""
-80.1411449,25.7849189,17279,"""""","""""",""""""
-80.2592024,25.8411415,17281,"""""","""""",""""""
-80.4768975,25.4503402,17282,"""""","""""",""""""
-80.2562395,25.7430062,17283,"""""","""""",""""""
-80.2219358,25.7573358,17284,"""""","""""",""""""
-81.569952,24.6425434,17285,"""""","""""",""""""
-80.2905129,25.302628,17286,"""""","""""",""""""
-80.2838063,25.9342569,17287,"""""","""""",""""""
-80.2890821,25.2967049,17289,"""""","""""",""""""
-80.4870296,25.4836533,17291,"""""","""""",""""""
-80.2716698,25.7125319,17293,"""""","""""",""""""
-80.1967958,25.8626387,17294,"""""","""""",""""""
-80.2329382,25.7595788,17295,"""""","""""",""""""
-80.3319552,25.5863163,17296,"""""","""""",""""""
-80.3319569,25.58644,17296,"""""","""""",""""""
-80.2847622,25.3185129,17297,"""""","""""",""""""
-80.2208159,25.7441526,17298,"""""","""""",""""""
-80.2208314,25.7444446,17298,"""""","""""",""""""
-80.1847626,25.8878779,17299,"""""","""""",""""""
-80.3073982,25.7769114,17300,"""""","""""",""""""
-80.2158708,25.7739501,17302,"""""","""""",""""""
-80.4491356,25.5488591,17303,"""""","""""",""""""
-80.3336053,25.7053206,17304,"""""","""""",""""""
-80.173538,25.8593856,17305,"""""","""""",""""""
-80.2498005,25.7389056,17306,"""""","""""",""""""
-80.2498003,25.7389124,17306,"""""","""""",""""""
-80.1511247,25.9153992,17307,"""""","""""",""""""
-80.1514222,25.9155255,17307,"""""","""""",""""""
-80.5021068,25.6147344,17309,"""""","""""",""""""
-80.3657123,25.6610655,17310,"""""","""""",""""""
-80.5034248,25.5372848,17313,"""""","""""",""""""
-80.2511626,25.7378926,17315,"""""","""""",""""""
-80.2511339,25.7379856,17315,"""""","""""",""""""
-80.3022524,25.7563829,17316,"""""","""""",""""""
-80.4201105,25.5309656,17317,"""""","""""",""""""
-80.183308,25.8468809,17318,"""""","""""",""""""
-80.2605948,25.6892138,17320,"""""","""""",""""""
-80.205965,25.796041,17321,"""""","""""",""""""
-80.2893973,25.3170307,17326,"""""","""""",""""""
-80.1888022,25.7934109,17328,"""""","""""",""""""
-80.1987213,25.8127553,17331,"""""","""""",""""""
-80.1354872,25.993981,17332,"""""","""""",""""""
-80.3470702,25.7370637,17334,"""""","""""",""""""
-80.1443623,26.0075576,17336,"""""","""""",""""""
-80.1867893,25.8816606,17337,"""""","""""",""""""
-80.2414677,25.826956,17338,"""""","""""",""""""
-80.3264018,25.6568658,17340,"""""","""""",""""""
-80.3264034,25.6570971,17340,"""""","""""",""""""
-80.2676933,25.69872,17346,"""""","""""",""""""
-80.2886813,25.2988505,17349,"""""","""""",""""""
-80.1977105,25.7821695,17350,"""""","""""",""""""
-80.43513,25.4778688,17351,"""""","""""",""""""
-80.4351864,25.4778824,17351,"""""","""""",""""""
-80.3713905,25.838396,17353,"""""","""""",""""""
-80.2452178,25.749738,17354,"""""","""""",""""""
-80.3306129,25.8171571,17355,"""""","""""",""""""
-80.330282,25.81782,17355,"""""","""""",""""""
-80.3475457,25.5935137,17356,"""""","""""",""""""
-80.479995,25.4830065,17357,"""""","""""",""""""
-80.4237694,25.5067682,17359,"""""","""""",""""""
-80.1347898,25.8501498,17361,"""""","""""",""""""
-80.322586,25.5828429,17362,"""""","""""",""""""
-80.3502992,25.606522,17366,"""""","""""",""""""
-80.4985106,25.4866889,17369,"""""","""""",""""""
-80.2852453,25.3174517,17370,"""""","""""",""""""
-80.4963123,25.556699,17376,"""""","""""",""""""
-80.3381966,25.6904897,17381,"""""","""""",""""""
-80.3251187,25.6463684,17385,"""""","""""",""""""
-80.2910258,25.2934209,17388,"""""","""""",""""""
-80.1470002,25.9871689,17392,"""""","""""",""""""
-80.3394758,25.5485575,17397,"""""","""""",""""""
-80.3257527,25.7964177,17399,"""""","""""",""""""
-80.4044182,26.067266,17402,"""""","""""",""""""
-80.2746175,25.3203069,17403,"""""","""""",""""""
-80.3292901,25.6466508,17406,"""""","""""",""""""
-80.126036,25.9340978,17410,"""""","""""",""""""
-80.2602123,25.7790079,17413,"""""","""""",""""""
-80.2933872,25.7364753,17415,"""""","""""",""""""
-80.4645595,25.5507752,17416,"""""","""""",""""""
-80.464671,25.552027,17416,"""""","""""",""""""
-80.544465,25.4817075,17418,"""""","""""",""""""
-80.6340402,24.9197724,17420,"""""","""""",""""""
-80.2591153,25.7221529,17422,"""""","""""",""""""
-80.4120041,25.1153343,17424,"""""","""""",""""""
-80.2862468,25.2935926,17426,"""""","""""",""""""
-80.2595666,25.3323839,18001,"""""","""""",""""""
-80.3451755,25.5669193,18002,"""""","""""",""""""
-80.2235711,25.7584297,18004,"""""","""""",""""""
-80.2891464,25.3234954,18006,"""""","""""",""""""
-80.1486243,25.9871773,18011,"""""","""""",""""""
-80.4955941,25.513034,18013,"""""","""""",""""""
-80.4571089,25.5348018,18014,"""""","""""",""""""
-80.2926219,25.3052275,18015,"""""","""""",""""""
-80.2765028,25.3205577,18016,"""""","""""",""""""
-80.2607483,25.3329125,18017,"""""","""""",""""""
-80.2722143,25.3221446,18018,"""""","""""",""""""
-80.2890242,25.2988437,18019,"""""","""""",""""""
-80.4522654,25.4312981,18025,"""""","""""",""""""
-80.4520439,25.4315025,18025,"""""","""""",""""""
-80.5122669,25.4700463,18026,"""""","""""",""""""
-80.2453392,25.7255328,18027,"""""","""""",""""""
-80.2725486,25.3272593,18028,"""""","""""",""""""
-80.2912873,25.3143844,18029,"""""","""""",""""""
-80.2915292,25.3137181,18030,"""""","""""",""""""
-80.2861783,25.2942889,18031,"""""","""""",""""""
-80.5330819,25.5044207,18032,"""""","""""",""""""
-80.307842,25.6679504,18033,"""""","""""",""""""
-80.3126782,25.6686236,18033,"""""","""""",""""""
-80.2785073,25.3175795,18034,"""""","""""",""""""
-80.140576,26.053953,18035,"""""","""""",""""""
-80.1405512,26.0539622,18035,"""""","""""",""""""
-80.5328499,25.4221454,18037,"""""","""""",""""""
-80.1790699,25.8663189,18039,"""""","""""",""""""
-80.3011212,25.7236384,18040,"""""","""""",""""""
-80.5172257,25.4598318,18041,"""""","""""",""""""
-80.2854474,25.2989359,18042,"""""","""""",""""""
-80.2958663,25.3096574,18043,"""""","""""",""""""
-80.1399125,25.7974138,18044,"""""","""""",""""""
-80.3013028,25.7347126,18046,"""""","""""",""""""
-80.4848674,25.5194965,18047,"""""","""""",""""""
-80.2757211,25.3202464,18048,"""""","""""",""""""
-80.2209285,25.737565,18049,"""""","""""",""""""
-80.4828239,25.0486267,18051,"""""","""""",""""""
-80.3334804,25.7640772,18054,"""""","""""",""""""
-80.3303412,25.8575949,18055,"""""","""""",""""""
-80.3945566,25.1434867,18056,"""""","""""",""""""
-80.1602166,25.6971045,18057,"""""","""""",""""""
-80.3388259,25.9247543,18058,"""""","""""",""""""
-80.1385153,25.8492739,18059,"""""","""""",""""""
-80.4550476,25.4618271,18060,"""""","""""",""""""
-80.4874757,25.5847121,18061,"""""","""""",""""""
-80.190001,25.7892146,18062,"""""","""""",""""""
-80.1840382,25.8906638,18063,"""""","""""",""""""
-80.3301651,25.6082637,18064,"""""","""""",""""""
-80.2944944,25.3053171,18065,"""""","""""",""""""
-80.2936726,25.3093521,18066,"""""","""""",""""""
-80.2917128,25.2954612,18069,"""""","""""",""""""
-80.2870068,25.2970296,18070,"""""","""""",""""""
-80.2657161,25.8266211,18071,"""""","""""",""""""
-80.5436839,25.4754632,18075,"""""","""""",""""""
-80.5443381,25.4767955,18075,"""""","""""",""""""
-80.2910796,25.3047665,18076,"""""","""""",""""""
-80.2746689,25.31688,18077,"""""","""""",""""""
-80.4764623,25.4442161,18078,"""""","""""",""""""
-80.4764699,25.4442981,18078,"""""","""""",""""""
-80.2213468,25.7402782,18079,"""""","""""",""""""
-80.3883056,25.6487711,18080,"""""","""""",""""""
-80.2827585,25.6843237,18085,"""""","""""",""""""
-80.2737971,25.8651018,18086,"""""","""""",""""""
-80.3365662,25.7414183,18087,"""""","""""",""""""
-80.2864197,25.3229071,18088,"""""","""""",""""""
-80.4401079,25.4630168,18089,"""""","""""",""""""
-80.1784626,25.8446571,18090,"""""","""""",""""""
-80.2608794,25.3337419,18092,"""""","""""",""""""
